token	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
apud	apud	_	_	_	_	_	_	_	PRE
diuersa	diuersus	Pos	Plur	_	_	Acc	Neut	_	ADJqua
persuasos	persuadeo	_	Plur	_	Par|Perf|Pass	Acc	Masc	_	VER
pondus	pondus	_	Sing	_	_	Acc	_	_	NOMcom
non	non	_	_	_	_	_	_	_	ADVneg
habiturum	habeo	_	Sing	_	Par|Fut|Act	Acc	MascNeut	_	VER
sed	sed	_	_	_	_	_	_	_	CONcoo
obliquo	obliquus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
ductu	ductus	_	Sing	_	_	Abl	_	_	NOMcom
conandum	conor	_	Sing	_	Adj|_|Dep	Nom	Neut	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
atque	atque	_	_	_	_	_	_	1	CONcoo
adnitendum	annitor	_	Sing	_	Adj|_|Dep	Nom	Neut	2	VER
tibi	tu	_	Sing	_	_	Dat	_	_	PROper
uti	ut	_	_	_	_	_	_	4	CONsub
pro	pro	_	_	_	_	_	_	1	PRE
tua	tuum	_	Sing	_	_	Abl	Fem	_	PROpos
uirili	uirilis	Pos	Sing	_	_	Abl	Com	_	ADJqua
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
tractes	tracto	_	Sing	2	Sub|Pres|Act	_	_	_	VER
commode	commode	Pos	_	_	_	_	_	_	ADV

et	et	_	_	_	_	_	_	2	CONcoo
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
in	in	_	_	_	_	_	_	_	PRE
bonum	bonum	_	Sing	_	_	Acc	_	_	NOMcom
nequis	nequeo	_	Sing	2	Ind|Pres|Act	_	_	_	VER
uertere	uerto	_	_	_	Inf|Pres|Act	_	_	_	VER
efficias	efficio	_	Sing	2	Sub|Pres|Act	_	_	_	VER
saltem	saltem	Pos	_	_	_	_	_	_	ADV
ut	ut	_	_	_	_	_	_	4	CONsub
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
minime	parum	Sup	_	_	_	_	_	2	ADV
malum	malum	_	Sing	_	_	Nom	_	3	NOMcom

nam	nam	_	_	_	_	_	_	_	CONcoo
ut	ut	_	_	_	_	_	_	4	CONsub
omnia	omnis	_	Plur	_	_	Nom	Neut	_	PROind
bene	bene	Pos	_	_	_	_	_	_	ADV
sint	sum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
fieri	fio	_	_	_	Inf|Pres|Act	_	_	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
potest	possum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
nisi	nisi	_	_	_	_	_	_	_	CONsub
omnes	omnis	_	Plur	_	_	Nom	MascFem	_	PROind
boni	boni	_	Plur	_	_	Nom	_	_	NOMcom
sint	sum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
ad	ad	_	_	_	_	_	_	2	PRE
aliquot	aliquot	_	_	_	_	Ind	_	_	PROind
abhinc	abhinc	Pos	_	_	_	_	_	_	ADV
annos	annus	_	Plur	_	_	Acc	_	_	NOMcom
adhuc	adhuc	Pos	_	_	_	_	_	_	ADV
non	non	_	_	_	_	_	_	_	ADVneg
expecto	exspecto	_	Sing	1	Ind|Pres|Act	_	_	_	VER

hac	hic	_	Sing	_	_	Abl	Fem	1	PROdem
inquit	inquio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
arte	ars	_	Sing	_	_	Abl	_	_	NOMcom
nihil	nihil	_	_	_	_	Ind	_	_	PROind
fieret	fio	_	Sing	3	Sub|Impa|Act	_	_	_	VER
aliud	alius	_	Sing	_	_	Nom	Neut	_	PROind
quam	quam	_	_	_	_	_	_	1	ADVrel
ne	ne	_	_	_	_	_	_	4	CONsub
dum	dum	_	_	_	_	_	_	2	CONsub
aliorum	alius	_	Plur	_	_	Gen	MascNeut	_	PROind
furori	furor	_	Sing	_	_	Dat	_	1	NOMcom
mederi	medeor	_	_	_	Inf|Pres|Dep	_	_	_	VER
studeo	studeo	_	Sing	1	Ind|Pres|Act	_	_	_	VER
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
cum	cum	_	_	_	_	_	_	2	PRE
illis	ille	_	Plur	_	_	Abl	Com	_	PROdem
insaniam	insania	_	Sing	_	_	Acc	_	_	NOMcom

nam	nam	_	_	_	_	_	_	_	CONcoo
si	si	_	_	_	_	_	_	2	CONsub
uera	uerum	Pos	Plur	_	_	Acc	Neut	1	NOMcom
loqui	loquor	_	_	_	Inf|Pres|Dep	_	_	_	VER
uolo	uolo	_	Sing	1	Ind|Pres|Act	_	_	3	VER
talia	talis	_	Plur	_	_	Acc	Neut	_	PROdem
loquar	loquor	_	Sing	1	Sub|Pres|Dep	_	_	_	VER
necesse	necesse	Pos	_	_	_	Ind	_	_	ADJqua
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER

ceterum	ceterum	Pos	_	_	_	_	_	2	ADV
falsa	falsum	_	Plur	_	_	Acc	_	_	NOMcom
loqui	loquor	_	_	_	Inf|Pres|Dep	_	_	_	VER
sitne	sum界ne	_	Sing	3	Sub|Pres|Act	_	_	1	VER
philosophi	philosophus	_	Sing	_	_	Gen	_	1	NOMcom
nescio	nescio	_	Sing	1	Ind|Pres|Act	_	_	_	VER
certe	certe	Pos	_	_	_	_	_	_	ADV
non	non	_	_	_	_	_	_	_	ADVneg
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
meum	meus	_	Sing	_	_	Nom	Neut	_	PROpos

quamquam	quamquam	_	_	_	_	_	_	2	CONsub
ille	ille	_	Sing	_	_	Nom	Masc	_	PROdem
meus	meus	_	Sing	_	_	Nom	Masc	_	PROpos
sermo	sermo	_	Sing	_	_	Nom	_	_	NOMcom
ut	ut	_	_	_	_	_	_	4	CONsub
fuerit	sum	_	Sing	3	Sub|Perf|Act	_	_	1	VER
fortasse	fortasse	Pos	_	_	_	_	_	_	ADV
ingratus	ingratus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
illis	ille	_	Plur	_	_	Dat	Com	_	PROdem
atque	atque	_	_	_	_	_	_	1	CONcoo
molestus	molestus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
ita	ita	Pos	_	_	_	_	_	_	ADV
non	non	_	_	_	_	_	_	_	ADVneg
uideo	uideo	_	Sing	1	Ind|Pres|Act	_	_	_	VER
cur	cur	_	_	_	_	_	_	_	ADVint
uideri	uideo	_	_	_	Inf|Pres|Pass	_	_	_	VER
debeat	debeo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
usque	usque	Pos	_	_	_	_	_	_	ADV
ad	ad	_	_	_	_	_	_	2	PRE
ineptias	ineptiae	_	Plur	_	_	Acc	_	_	NOMcom
insolens	insolens	Pos	Sing	_	_	Nom	Com	_	ADJqua

quod	quod	_	_	_	_	_	_	1	CONcoo
si	si	_	_	_	_	_	_	2	CONsub
aut	aut	_	_	_	_	_	_	_	CONcoo
ea	is	_	Plur	_	_	Acc	Neut	_	PROdem
dicerem	dico	_	Sing	1	Sub|Impa|Act	_	_	2	VER
quae	qui	_	Plur	_	_	Acc	Neut	1	PROrel
fingit	fingo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
Plato	Plato	_	Sing	_	_	Nom	_	_	NOMpro
in	in	_	_	_	_	_	_	_	PRE
sua	suus	_	Sing	_	_	Abl	Fem	_	PROpos.ref
republica	respublica	_	Sing	_	_	Abl	_	_	NOMcom
aut	aut	_	_	_	_	_	_	_	CONcoo
ea	is	_	Plur	_	_	Acc	Neut	_	PROdem
quae	qui	_	Plur	_	_	Acc	Neut	1	PROrel
faciunt	facio	_	Plur	3	Ind|Pres|Act	_	_	_	VER
Utopienses	Utopiensis	_	Plur	_	_	Nom	_	_	ADJqua
in	in	_	_	_	_	_	_	_	PRE
sua	suus	_	Sing	_	_	Abl	Fem	_	PROpos.ref
haec	hic	_	Plur	_	_	Nom	Neut	1	PROdem
quamquam	quamquam	_	_	_	_	_	_	2	CONsub
essent	sum	_	Plur	3	Sub|Impa|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
certe	certe	Pos	_	_	_	_	_	_	ADV
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
meliora	bonus	Comp	Plur	_	_	Nom	Neut	_	ADJqua
tamen	tamen	Pos	_	_	_	_	_	_	ADV
aliena	alienus	Pos	Plur	_	_	Nom	Neut	2	ADJqua
uideri	uideo	_	_	_	Inf|Pres|Pass	_	_	_	VER
possint	possum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
quod	quod	_	_	_	_	_	_	2	CONsub
hic	hic	Pos	_	_	_	_	_	2	ADV
singulorum	singulus	_	Plur	_	_	Gen	MascNeut	_	ADJdis
priuatae	priuatus	Pos	Plur	_	_	Nom	Fem	_	ADJqua
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
possessiones	possessio	_	Plur	_	_	Nom	_	_	NOMcom
illic	illic	Pos	_	_	_	_	_	2	ADV
omnia	omnis	_	Plur	_	_	Nom	Neut	_	PROind
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
communia	communis	Pos	Plur	_	_	Nom	Neut	_	ADJqua

mea	meus	_	Sing	_	_	Nom	Fem	_	PROpos
uero	uero	Pos	_	_	_	_	_	4	CONcoo
oratio	oratio	_	Sing	_	_	Nom	_	_	NOMcom
nisi	nisi	_	_	_	_	_	_	_	CONsub
quod	quod	_	_	_	_	_	_	2	CONsub
ad	ad	_	_	_	_	_	_	2	PRE
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
statuissent	statuo	_	Plur	3	Sub|Pqp|Act	_	_	_	VER
secum	sui界cum	_	Plur	_	_	Abl	_	1	PROref
ruere	ruo	_	_	_	Inf|Pres|Act	_	_	_	VER
diuersa	diuersus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
uia	uia	_	Sing	_	_	Abl	_	_	NOMcom
praecipites	praeceps	Pos	Plur	_	_	Acc	MascFem	2	ADJqua
iucundus	iucundus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
non	non	_	_	_	_	_	_	_	ADVneg
potest	possum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
reuocet	reuoco	_	Sing	3	Sub|Pres|Act	_	_	_	VER
ac	ac	_	_	_	_	_	_	1	CONcoo
praemonstret	praemonstro	_	Sing	3	Sub|Pres|Act	_	_	_	VER
pericula	periculum	_	Plur	_	_	Acc	_	_	NOMcom
alioquin	alioqui	Pos	_	_	_	_	_	_	ADV
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
habuit	habeo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
quod	qui	_	Sing	_	_	Acc	Neut	1	PROrel
non	non	_	_	_	_	_	_	_	ADVneg
ubiuis	ubiuis	Pos	_	_	_	_	_	_	ADV
dici	dico	_	_	_	Inf|Pres|Pass	_	_	2	VER
uel	uel	_	_	_	_	_	_	2	CONcoo
conueniat	conuenio	_	Sing	3	Sub|Pres|Act	_	_	_	VER
uel	uel	_	_	_	_	_	_	2	CONcoo
oporteat	oportet	_	Sing	3	Sub|Pres|Act	_	_	_	VER

equidem	equidem	Pos	_	_	_	_	_	_	ADV
si	si	_	_	_	_	_	_	2	CONsub
omittenda	omitto	_	Plur	_	Adj|_|Pass	Nom	Neut	_	VER
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
omnia	omnis	_	Plur	_	_	Nom	Neut	_	PROind
tamquam	tamquam	_	_	_	_	_	_	1	ADVrel
insolentia	insolens	Pos	Plur	_	_	Nom	Neut	_	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
absurda	absurdus	Pos	Plur	_	_	Nom	Neut	_	ADJqua
quaecumque	quicumque	_	Plur	_	_	Acc	Neut	1	PROrel
peruersi	peruersus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
mores	mos	_	Plur	_	_	Nom	_	_	NOMcom
hominum	homo	_	Plur	_	_	Gen	_	_	NOMcom
fecerunt	facio	_	Plur	3	Ind|Perf|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
uideri	uideo	_	_	_	Inf|Pres|Pass	_	_	_	VER
possint	possum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
aliena	alienus	_	Plur	_	_	Acc	Neut	1	NOMcom
dissimulemus	dissimulo	_	Plur	1	Sub|Pres|Act	_	_	_	VER
oportet	oportet	_	Sing	3	Ind|Pres|Act	_	_	_	VER
apud	apud	_	_	_	_	_	_	_	PRE
Christianos	Christianus	_	Plur	_	_	Acc	_	_	NOMpro
pleraque	plerusque	Pos	Plur	_	_	Acc	Neut	_	ADJqua
omnia	omnis	_	Plur	_	_	Acc	Neut	_	PROind
quae	qui	_	Plur	_	_	Acc	Neut	1	PROrel
Christus	Christus	_	Sing	_	_	Nom	_	_	NOMpro
docuit	doceo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
ac	ac	_	_	_	_	_	_	1	CONcoo
dissimulari	dissimulo	_	_	_	Inf|Pres|Pass	_	_	_	VER
usqueadeo	usqueadeo	Pos	_	_	_	_	_	_	ADV
uetuit	ueto	_	Sing	3	Ind|Perf|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	4	CONsub
ea	is	_	Plur	_	_	Acc	Neut	_	PROdem
quoque	quoque	Pos	_	_	_	_	_	_	ADV
quae	qui	_	Plur	_	_	Acc	Neut	1	PROrel
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
in	in	_	_	_	_	_	_	_	PRE
aures	auris	_	Plur	_	_	Acc	_	_	NOMcom
insusurrasset	insusurro	_	Sing	3	Sub|Pqp|Act	_	_	_	VER
suis	suus	_	Plur	_	_	Abl	Com	_	PROpos.ref
palam	palam	Pos	_	_	_	_	_	1	ADV
in	in	_	_	_	_	_	_	_	PRE
tectis	tectum	_	Plur	_	_	Abl	_	_	NOMcom
iusserit	iubeo	_	Sing	3	Sub|Perf|Act	_	_	_	VER
praedicari	praedico	_	_	_	Inf|Pres|Pass	_	_	1	VER

quorum	qui	_	Plur	_	_	Gen	MascNeut	1	PROrel
maxima	magnus	Sup	Sing	_	_	Nom	Fem	_	ADJqua
pars	pars	_	Sing	_	_	Nom	_	_	NOMcom
ab	ab	_	_	_	_	_	_	_	PRE
istis	iste	_	Plur	_	_	Abl	Com	_	PROdem
moribus	mos	_	Plur	_	_	Abl	_	_	NOMcom
longe	longe	Pos	_	_	_	_	_	_	ADV
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
alienior	alienus	Comp	Sing	_	_	Nom	MascFem	2	ADJqua
quam	quam	_	_	_	_	_	_	1	ADVrel
mea	meus	_	Sing	_	_	Nom	Fem	_	PROpos
fuit	sum	_	Sing	3	Ind|Perf|Act	_	_	1	VER
oratio	oratio	_	Sing	_	_	Nom	_	_	NOMcom

nisi	nisi	_	_	_	_	_	_	_	CONsub
quod	quod	_	_	_	_	_	_	2	CONsub
concionatores	contionator	_	Plur	_	_	Nom	_	_	NOMcom
homines	homo	_	Plur	_	_	Nom	_	_	NOMcom
callidi	callidus	Pos	Plur	_	_	Nom	Masc	_	ADJqua
tuum	tuus	_	Sing	_	_	Acc	MascNeut	_	PROpos
illud	ille	_	Sing	_	_	Acc	Neut	_	PROdem
consilium	consilium	_	Sing	_	_	Acc	_	_	NOMcom
secuti	sequor	_	Plur	_	Par|Perf|Dep	Nom	Masc	_	VER
puto	puto	_	Sing	1	Ind|Pres|Act	_	_	_	VER
quando	quando	_	_	_	_	_	_	3	CONsub
mores	mos	_	Plur	_	_	Acc	_	_	NOMcom
suos	suus	_	Plur	_	_	Acc	Masc	_	PROpos.ref
homines	homo	_	Plur	_	_	Nom	_	_	NOMcom
ad	ad	_	_	_	_	_	_	2	PRE
Christi	Christus	_	Sing	_	_	Gen	_	_	NOMpro
normam	norma	_	Sing	_	_	Acc	_	_	NOMcom
grauatim	grauatim	Pos	_	_	_	_	_	_	ADV
paterentur	patior	_	Plur	3	Sub|Impa|Dep	_	_	_	VER
aptari	apto	_	_	_	Inf|Pres|Pass	_	_	_	VER
doctrinam	doctrina	_	Sing	_	_	Acc	_	_	NOMcom
eius	is	_	Sing	_	_	Gen	Com	_	PROdem
uelut	uelut	_	_	_	_	_	_	1	ADVrel
regulam	regula	_	Sing	_	_	Acc	_	_	NOMcom
plumbeam	plumbeus	Pos	Sing	_	_	Acc	Fem	_	ADJqua
accommodauerunt	accommodo	_	Plur	3	Ind|Perf|Act	_	_	_	VER
ad	ad	_	_	_	_	_	_	2	PRE
mores	mos	_	Plur	_	_	Acc	_	_	NOMcom
ut	ut	_	_	_	_	_	_	4	CONsub
aliquo	aliquis	_	Sing	_	_	Abl	MascNeut	_	PROind
saltem	saltem	Pos	_	_	_	_	_	_	ADV
pacto	pactum	_	Sing	_	_	Abl	_	_	NOMcom
coniungerentur	coniungo	_	Plur	3	Sub|Impa|Pass	_	_	_	VER
scilicet	scilicet	Pos	_	_	_	_	_	_	ADV

qua	qui	_	Sing	_	_	Abl	Fem	1	PROrel
re	res	_	Sing	_	_	Abl	_	_	NOMcom
nihil	nihil	_	_	_	_	Ind	_	_	PROind
uideo	uideo	_	Sing	1	Ind|Pres|Act	_	_	_	VER
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
profecerint	proficio	_	Plur	3	Sub|Perf|Act	_	_	_	VER
nisi	nisi	_	_	_	_	_	_	_	CONsub
ut	ut	_	_	_	_	_	_	4	CONsub
securius	secure	Comp	_	_	_	_	_	_	ADV
liceat	licet	_	Sing	3	Sub|Pres|Act	_	_	1	VER
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
malos	malus	Pos	Plur	_	_	Acc	Masc	3	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
profecto	profecto	Pos	_	_	_	_	_	_	ADV
tantumdem	tantumdem	_	Sing	_	_	Acc	MascNeut	1	PROdem
proficiam	proficio	_	Sing	1	Ind|Fut|Act	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
consiliis	consilium	_	Plur	_	_	Abl	_	_	NOMcom
principum	princeps	_	Plur	_	_	Gen	_	1	NOMcom

nam	nam	_	_	_	_	_	_	_	CONcoo
aut	aut	_	_	_	_	_	_	_	CONcoo
diuersa	diuersus	Pos	Plur	_	_	Acc	Neut	_	ADJqua
sentiam	sentio	_	Sing	1	Ind|Fut|Act	_	_	_	VER
quod	qui	_	Sing	_	_	Nom	Neut	1	PROrel
perinde	perinde	Pos	_	_	_	_	_	_	ADV
fuerit	sum	_	Sing	3	Sub|Perf|Act	_	_	1	VER
ac	ac	_	_	_	_	_	_	2	CONsub
si	si	_	_	_	_	_	_	2	CONsub
nihil	nihil	_	_	_	_	Ind	_	_	PROind
sentiam	sentio	_	Sing	1	Sub|Pres|Act	_	_	_	VER
aut	aut	_	_	_	_	_	_	_	CONcoo
eadem	idem	_	Plur	_	_	Acc	Neut	_	PROdem
et	et	_	_	_	_	_	_	1	ADV
ipsorum	ipse	_	Plur	_	_	Gen	MascNeut	_	PROdem
adiutor	adiutor	_	Sing	_	_	Nom	_	1	NOMcom
sim	sum	_	Sing	1	Sub|Pres|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
inquit	inquio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
Micio	Micio	_	Sing	_	_	Nom	_	_	NOMpro
Terentianus	Terentianus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
insaniae	insania	_	Sing	_	_	Dat	_	_	NOMcom

nam	nam	_	_	_	_	_	_	_	CONcoo
obliquus	obliquus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
ille	ille	_	Sing	_	_	Nom	Masc	_	PROdem
ductus	ductus	_	Sing	_	_	Nom	_	_	NOMcom
tuus	tuus	_	Sing	_	_	Nom	Masc	_	PROpos
non	non	_	_	_	_	_	_	_	ADVneg
uideo	uideo	_	Sing	1	Ind|Pres|Act	_	_	_	VER
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
sibi	sui	_	Sing	_	_	Dat	_	1	PROref
uelit	uolo	_	Sing	3	Sub|Pres|Act	_	_	3	VER
quo	quo	_	_	_	_	_	_	2	ADVrel
censes	censeo	_	Sing	2	Ind|Pres|Act	_	_	_	VER
adnitendum	annitor	_	Sing	_	Adj|_|Dep	Acc	MascNeut	2	VER
si	si	_	_	_	_	_	_	2	CONsub
non	non	_	_	_	_	_	_	_	ADVneg
possint	possum	_	Plur	3	Sub|Pres|Act	_	_	1	VER
omnia	omnis	_	Plur	_	_	Nom	Neut	_	PROind
reddi	reddo	_	_	_	Inf|Pres|Pass	_	_	_	VER
bona	bonus	Pos	Plur	_	_	Nom	Neut	_	ADJqua
tamen	tamen	Pos	_	_	_	_	_	_	ADV
ut	ut	_	_	_	_	_	_	4	CONsub
tractentur	tracto	_	Plur	3	Sub|Pres|Pass	_	_	_	VER
commode	commode	Pos	_	_	_	_	_	_	ADV
fiantque	fio界que	_	Plur	3	Sub|Pres|Act	_	_	_	VER
quoad	quoad	_	_	_	_	_	_	1	ADVrel
licet	licet	_	Sing	3	Ind|Pres|Act	_	_	1	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
minime	parum	Sup	_	_	_	_	_	2	ADV
mala	malus	Pos	Plur	_	_	Nom	Neut	3	ADJqua

quippe	quippe	Pos	_	_	_	_	_	2	CONcoo
non	non	_	_	_	_	_	_	_	ADVneg
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ibi	ibi	Pos	_	_	_	_	_	_	ADV
dissimulandi	dissimulo	_	Sing	_	Ger|_|Act	Gen	_	_	VER
locus	locus	_	Sing	_	_	Nom	_	_	NOMcom
nec	nec	_	_	_	_	_	_	2	CONcoo
licet	licet	_	Sing	3	Ind|Pres|Act	_	_	1	VER
conniuere	conniueo	_	Plur	3	Ind|Perf|Act	_	_	_	VER

approbanda	approbo	_	Plur	_	Adj|_|Pass	Nom	Neut	_	VER
sunt	sum	_	Plur	3	Ind|Pres|Act	_	_	1	VER
aperte	aperte	Pos	_	_	_	_	_	_	ADV
pessima	malus	Sup	Plur	_	_	Nom	Neut	3	ADJqua
consilia	consilium	_	Plur	_	_	Nom	_	_	NOMcom
et	et	_	_	_	_	_	_	2	CONcoo
decretis	decretum	_	Plur	_	_	Abl	_	_	NOMcom
pestilentissimis	pestilens	Sup	Plur	_	_	Abl	Com	_	ADJqua
subscribendum	subscribo	_	Sing	_	Adj|_|Pass	Nom	Neut	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER

speculatoris	speculator	_	Sing	_	_	Gen	_	_	NOMcom
uice	uicis	_	Sing	_	_	Abl	_	_	NOMcom
fuerit	sum	_	Sing	3	Sub|Perf|Act	_	_	1	VER
ac	ac	_	_	_	_	_	_	1	CONcoo
pene	penis	_	Sing	_	_	Abl	_	_	NOMcom
proditoris	proditor	_	Sing	_	_	Gen	_	_	NOMcom
etiam	etiam	Pos	_	_	_	_	_	_	ADV
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
improbe	improbe	Pos	_	_	_	_	_	_	ADV
consulta	consultum	_	Plur	_	_	Acc	_	_	NOMcom
maligne	maligne	Pos	_	_	_	_	_	_	ADV
laudauerit	laudo	_	Sing	3	Sub|Perf|Act	_	_	_	VER

porro	porro	Pos	_	_	_	_	_	_	ADV
nihil	nihil	_	_	_	_	Ind	_	_	PROind
occurrit	occurro	_	Sing	3	Ind|Pres|Act	_	_	_	VER
in	in	_	_	_	_	_	_	_	PRE
quo	qui	_	Sing	_	_	Abl	MascNeut	1	PROrel
prodesse	prosum	_	_	_	Inf|Pres|Act	_	_	1	VER
quicquam	quisquam	_	Sing	_	_	Acc	Neut	_	PROind
possis	possum	_	Sing	2	Sub|Pres|Act	_	_	1	VER
in	in	_	_	_	_	_	_	_	PRE
eos	is	_	Plur	_	_	Acc	Masc	_	PROdem
delatus	defero	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
collegas	collega	_	Plur	_	_	Acc	_	_	NOMcom
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
uel	uel	Pos	_	_	_	_	_	1	ADV
optimum	bonus	Sup	Sing	_	_	Acc	MascNeut	_	ADJqua
uirum	uir	_	Sing	_	_	Acc	_	_	NOMcom
facilius	facile	Comp	_	_	_	_	_	_	ADV
corruperint	corrumpo	_	Plur	3	Sub|Perf|Act	_	_	_	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
ipsi	ipse	_	Plur	_	_	Nom	Masc	_	PROdem
corrigantur	corrigo	_	Plur	3	Sub|Pres|Pass	_	_	_	VER
quorum	qui	_	Plur	_	_	Gen	MascNeut	1	PROrel
peruersa	peruersus	_	Sing	_	_	Abl	Fem	_	ADJqua
consuetudine	consuetudo	_	Sing	_	_	Abl	_	_	NOMcom
uel	uel	_	_	_	_	_	_	2	CONcoo
deprauaberis	deprauo	_	Sing	2	Ind|Fut|Pass	_	_	_	VER
uel	uel	_	_	_	_	_	_	2	CONcoo
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
integer	integer	Pos	Sing	_	_	Nom	Masc	_	ADJqua
atque	atque	_	_	_	_	_	_	1	CONcoo
innocens	innocens	Pos	Sing	_	_	Nom	Com	_	ADJqua
alienae	alienus	Pos	Sing	_	_	Dat	Fem	2	ADJqua
malitiae	malitia	_	Sing	_	_	Dat	_	_	NOMcom
stultitiaeque	stultitia界que	_	Sing	_	_	Dat	_	_	NOMcom
praetexeris	praetexo	_	Sing	2	Ind|FutAnt|Act	_	_	_	VER
tantum	tantum	Pos	_	_	_	_	_	2	ADV
abest	absum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
ut	ut	_	_	_	_	_	_	4	CONsub
aliquid	aliquis	_	Sing	_	_	Nom	Neut	_	PROind
possit	possum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
in	in	_	_	_	_	_	_	_	PRE
melius	bonus	Comp	Sing	_	_	Acc	Neut	_	ADJqua
obliquo	obliquus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
illo	ille	_	Sing	_	_	Abl	MascNeut	_	PROdem
ductu	ductus	_	Sing	_	_	Abl	_	_	NOMcom
conuertere	conuerto	_	_	_	Inf|Pres|Act	_	_	_	VER

quam	qui	_	Sing	_	_	Acc	Fem	1	PROint
ob	ob	_	_	_	_	_	_	_	PRE
rem	res	_	Sing	_	_	Acc	_	_	NOMcom
pulcherrima	pulcher	Sup	Sing	_	_	Abl	Fem	_	ADJqua
similitudine	similitudo	_	Sing	_	_	Abl	_	_	NOMcom
declarat	declaro	_	Sing	3	Ind|Pres|Act	_	_	_	VER
Plato	Plato	_	Sing	_	_	Nom	_	_	NOMpro
cur	cur	_	_	_	_	_	_	_	ADVint
merito	merito	Pos	_	_	_	_	_	2	ADV
sapientes	sapiens	_	Plur	_	_	Nom	_	2	ADJqua
abstineant	abstineo	_	Plur	3	Sub|Pres|Act	_	_	_	VER
a	ab	_	_	_	_	_	_	_	PRE
capessenda	capesso	_	Sing	_	Adj|_|Pass	Abl	Fem	_	VER
quippe	quippe	_	_	_	_	_	_	2	CONcoo
republica	respublica	_	Sing	_	_	Abl	_	_	NOMcom

cum	cum	_	_	_	_	_	_	3	CONsub
populum	populus	_	Sing	_	_	Acc	_	1	NOMcom
uideant	uideo	_	Plur	3	Sub|Pres|Act	_	_	_	VER
